article_id,tweet_id,relevance_score,tweet,clean_text
2f802367-c298-4816-b9c9-fcc30910123a,6.47283e+17,0,@Mistress_LeBeau Something something captive audience.,someth someth captiv audienc
2f802367-c298-4816-b9c9-fcc30910123a,6.47295e+17,1,Trevor Noah named South African of the year http://t.co/4uWBKrsj3h Via @TheJuiceSA http://t.co/OGrAinzG1g,trevor noah name south african of the year http via thejuicesa http
2f802367-c298-4816-b9c9-fcc30910123a,6.47305e+17,1,Trevor Noah voted leading South African http://t.co/hEHMstjaqc http://t.co/u0wreub553,trevor noah vote lead south african http http
2f802367-c298-4816-b9c9-fcc30910123a,6.47369e+17,1,Trevor Noah Named South African of the Year: http://t.co/UV5k08OzUM #SouthAfrica,trevor noah name south african of the year http southafrica
2f802367-c298-4816-b9c9-fcc30910123a,6.47398e+17,2,"I'm at @TheDailyShow with Trevor Noah in New York, NY https://t.co/8fXTSI08Bi",i at thedailyshow with trevor noah in new york ny http
2f802367-c298-4816-b9c9-fcc30910123a,6.47446e+17,0,I'm (almost) old enough to remember when Speaker of the House was one of the most secure jobs in politics: http://t.co/ZPNcIX9KSr,i almost old enough to rememb when speaker of the hous wa one of the most secur job in polit http
2f802367-c298-4816-b9c9-fcc30910123a,6.47476e+17,0,The Broncos demolished the Roosters 31-12 in front of a sellout crowd at Suncorp Stadium last night to book a place in the NRL Grand Final.,the bronco demolish the rooster in front of a sellout crowd at suncorp stadium last night to book a place in the nrl grand final
2f802367-c298-4816-b9c9-fcc30910123a,6.47482e+17,2,"Every South African is excited about Trevor Noah hosting The Daily Show . On the 28th of September,2015  this... http://t.co/9P9Y7ogsbf",everi south african is excit about trevor noah host the daili show on the of thi http
2f802367-c298-4816-b9c9-fcc30910123a,6.47765e+17,2,Trevor Noah’s ‘Daily Show’ Won’t Be Jon Stewart’s http://t.co/WqadI4oRqg,trevor noah s daili show won t be jon stewart s http
2f802367-c298-4816-b9c9-fcc30910123a,6.47821e+17,2,Inside Trevor Noah’s Final Test Run for the New “Daily Show” http://t.co/2d3rRJsFsh,insid trevor noah s final test run for the new daili show http
2f802367-c298-4816-b9c9-fcc30910123a,6.48131e+17,2,"Trevor Noah on ‘The Daily Show’ and His ‘Jewish Yoda,’ Jon Stewart, via @nytimes http://t.co/rZOOHFzJxN",trevor noah on the daili show and hi jewish yoda jon stewart via nytim http
2f802367-c298-4816-b9c9-fcc30910123a,6.4825e+17,2,Trevor Noah Hosts His Final Test ‘Daily Show’ http://t.co/Zg83ok042v,trevor noah host hi final test daili show http
2f802367-c298-4816-b9c9-fcc30910123a,6.48291e+17,2,Can new 'Daily Show' host Trevor Noah find his voice in a crowded late-night TV landscape? http://t.co/KQKzhSriKj,can new show host trevor noah find hi voic in a crowd tv landscap http
2f802367-c298-4816-b9c9-fcc30910123a,6.48302e+17,2,"Will Trevor Noah’s millennial status set the new ""Daily Show"" apart? http://t.co/tAdzStH7OK",will trevor noah s millenni statu set the new daili show apart http
2f802367-c298-4816-b9c9-fcc30910123a,6.4831e+17,2,Trevor Noah Hosts His Final Test ‘Daily Show’ http://t.co/hO0jsKu06l,trevor noah host hi final test daili show http
2f802367-c298-4816-b9c9-fcc30910123a,6.48454e+17,1,You don't want to miss my show today on @Radio702 .Today is unofficial Trevor Noah Day and a celebration of SA Comedy.,you do want to miss my show today on is unoffici trevor noah day and a celebr of sa comedi
2f802367-c298-4816-b9c9-fcc30910123a,6.48474e+17,2,"Where to Be, What to Watch: Trevor Noah debuts as host of @TheDailyShow and broadcast fall premieres continue: http://t.co/WxvGk95aL6",where to be what to watch trevor noah debut as host of thedailyshow and broadcast fall premier continu http
2f802367-c298-4816-b9c9-fcc30910123a,6.48489e+17,2,Nyong'o's advice to Trevor Noah: South African comedian Trevor Noah finally makes his debut Monday as the new ... http://t.co/llvcjeGu98,nyong o advic to trevor noah south african comedian trevor noah final make hi debut monday as the new http
2f802367-c298-4816-b9c9-fcc30910123a,6.4849e+17,2,Here’s where you can watch Trevor Noah’s The Daily Show debut tomorrow http://t.co/87tVNmvCqU,here s where you can watch trevor noah s the daili show debut tomorrow http
2f802367-c298-4816-b9c9-fcc30910123a,6.4849e+17,2,"Minister Maite Nkoana-Mashabane will attend the premier of The Daily Show, under a new host, South African comedian Mr Trevor Noah. #DIRCO",minist mait will attend the premier of the daili show under a new host south african comedian mr trevor noah dirco
2f802367-c298-4816-b9c9-fcc30910123a,6.48512e+17,1,"The politics of Trevor Noah: he'll be visited in New York today by South Africa's foreign minister, hours before his Daily Show debut",the polit of trevor noah he be visit in new york today by south africa foreign minist hour befor hi daili show debut
2f802367-c298-4816-b9c9-fcc30910123a,6.48541e+17,2,"Tonight will premier the first The Daily Show without Jon Stewart since 16 years. I love Trevor Noah, but he has... http://t.co/qFBVm6odpy",tonight will premier the first the daili show without jon stewart sinc year i love trevor noah but he ha http
2f802367-c298-4816-b9c9-fcc30910123a,6.48624e+17,2,6 Reasons We’re Pumped For Trevor Noah’s ‘Daily Show’ Debut http://t.co/gHduIbWagT,reason we re pump for trevor noah s daili show debut http
2f802367-c298-4816-b9c9-fcc30910123a,6.48666e+17,1,RT @danielralston: Here's Everything Trevor Noah Got Wrong About Here's Everything Trevor Noah Got Right Here's What Trevor Noah Totally Na…,rt danielralston here everyth trevor noah got wrong about here everyth trevor noah got right here what trevor noah total
2f802367-c298-4816-b9c9-fcc30910123a,6.48671e+17,2,Video:  Trevor Noah: I'm not Jon Stewart http://t.co/Mm44UsZI8F,video trevor noah i not jon stewart http
2f802367-c298-4816-b9c9-fcc30910123a,6.48682e+17,2,#EntertainmentNow - Trevor Noah Replaces Jon Stewart On ‘The Daily Show’ Tonight http://t.co/GzMmq3eV34 @BackstageOL,entertainmentnow trevor noah replac jon stewart on the daili show tonight http backstageol
2f802367-c298-4816-b9c9-fcc30910123a,6.48692e+17,2,I don’t feel like opening his first episode of The Daily Show by burning Jon Stewart in effigy was the right way for Trevor Noah to begin.,i don t feel like open hi first episod of the daili show by burn jon stewart in effigi wa the right way for trevor noah to begin
2f802367-c298-4816-b9c9-fcc30910123a,6.48881e+17,2,"If Jon Stewart was America's political dad, Trevor Noah says he's the new stepdad. Recap of his “Daily Show” debut: http://t.co/FfZ7CKupsq",if jon stewart wa america polit dad trevor noah say he the new stepdad recap of hi daili show debut http
2f802367-c298-4816-b9c9-fcc30910123a,6.48891e+17,2,Reaction to Trevor Noah’s debut on ‘Daily Show’ http://t.co/0dS2ojvmXv http://t.co/OCOeUV5RGg,reaction to trevor noah s debut on daili show http http
2f802367-c298-4816-b9c9-fcc30910123a,6.48891e+17,2,RT @DrJasonJohnson: Trevor Noah's Deeply Personal and Wholly Radical @TheDailyShow debut http://t.co/vYMrQfU6Yz @LVBurke @ellisonreport @Pu…,rt drjasonjohnson trevor noah deepli person and wholli radic thedailyshow debut http lvburk ellisonreport
2f802367-c298-4816-b9c9-fcc30910123a,6.48915e+17,2,'The Daily Show With Trevor Noah': Was new host a hit or miss? http://t.co/pNFv0N9msX,daili show with trevor noah wa new host a hit or miss http
2f802367-c298-4816-b9c9-fcc30910123a,6.48943e+17,2,Celebrities applaud Trevor Noah http://t.co/hr9HLNqTyI http://t.co/BF7MvkDW5B,celebr applaud trevor noah http http
2f802367-c298-4816-b9c9-fcc30910123a,6.48973e+17,2,"RT @TheLloydGrove: Trevor Noah’s Crude, Clumsy ‘Daily Show’ Debut - The Daily Beast http://t.co/gjLX1doyGW",rt thelloydgrov trevor noah s crude clumsi daili show debut the daili beast http
2f802367-c298-4816-b9c9-fcc30910123a,6.48984e+17,2,Will we love Trevor Noah? http://t.co/jEAOSZVJvt Yessssssssssss!,will we love trevor noah http yessssssssssss
2f802367-c298-4816-b9c9-fcc30910123a,6.49007e+17,2,Trevor Noah pays tribute to Jon Stewart in his debut as Daily Show host http://t.co/hmmdOIfiED http://t.co/WmvCaF4d4X,trevor noah pay tribut to jon stewart in hi debut as daili show host http http
2f802367-c298-4816-b9c9-fcc30910123a,6.49175e+17,2,ICYMI: Here’s Trevor Noah’s interview with Kevin Hart on The Daily Show: South African comedian Trevor Noah de... http://t.co/Ec5bSQ8Yh5,icymi here s trevor noah s interview with kevin hart on the daili show south african comedian trevor noah de http
2f802367-c298-4816-b9c9-fcc30910123a,6.49212e+17,2,How Trevor Noah’s ‘The Daily Show’ is like a new iPhone http://t.co/44TXeOqfVD http://t.co/cUArvbQjvY,how trevor noah s the daili show is like a new iphon http http
32023021-1141-4832-9939-c8442d505b34,6.38578e+17,0,"RT @MovePH: Today is the World Day of Prayer for the Care of our Common Home.
What are you doing to take care of the environment? http://t.…",rt moveph today is the world day of prayer for the care of our common home what are you do to take care of the environ http
32023021-1141-4832-9939-c8442d505b34,6.38761e+17,0,Kirkpatrick sworn in as newest Clark County commissioner http://t.co/BwiEti7Xln #8NN http://t.co/pRBvfeP24I,kirkpatrick sworn in as newest clark counti commission http http
32023021-1141-4832-9939-c8442d505b34,6.38777e+17,0,Kirkpatrick sworn in as newest Clark County commissioner http://t.co/BeD2FRZchf,kirkpatrick sworn in as newest clark counti commission http
32023021-1141-4832-9939-c8442d505b34,6.38782e+17,0,Pope Francis celebrates the liturgy on the first World Day of Prayer for the Care of Creation http://t.co/qnkF3dCMVI,pope franci celebr the liturgi on the first world day of prayer for the care of creation http
32023021-1141-4832-9939-c8442d505b34,6.38834e+17,0,School is in session! Make sure you volunteer for the We Care committee so we continue recruiting teachers to Clark County:...,school is in session make sure you volunt for the we care committe so we continu recruit teacher to clark counti
32023021-1141-4832-9939-c8442d505b34,6.39035e+17,0,Traffic lights not working. Caution: Woodman Dr at Eastman Ave. #WDTNTraffic,traffic light not work caution woodman dr at eastman wdtntraffic
32023021-1141-4832-9939-c8442d505b34,6.39464e+17,0,RT @realmannynation: Multiple shooting at Perkins homes @ABC2NEWS at 5 http://t.co/RXKY4mBc8h,rt realmannyn multipl shoot at perkin home at http
32023021-1141-4832-9939-c8442d505b34,6.39464e+17,0,RT @realmannynation: Multiple shooting at Perkins homes @ABC2NEWS at 5 http://t.co/RXKY4mBc8h,rt realmannyn multipl shoot at perkin home at http
32023021-1141-4832-9939-c8442d505b34,6.39504e+17,0,"@katiesci OTOH, the kitchen and the living room (which has my TV and video games) aren't in that part of the house. I'll be glad for fall.",katiesci otoh the kitchen and the live room which ha my tv and video game are in that part of the hous i be glad for fall
32023021-1141-4832-9939-c8442d505b34,6.40286e+17,0,Tony Perkins is on CNN....AGAIN,toni perkin is on cnn again
32023021-1141-4832-9939-c8442d505b34,6.41024e+17,0,UPDATE: Two-year-old nearly drowns at Durand Eastman Beach http://t.co/QsJIbCfzqy http://t.co/7rTcYjjzaL,updat nearli drown at durand eastman beach http http
32023021-1141-4832-9939-c8442d505b34,6.41062e+17,0,"Toddler nearly drowns, given CPR at Durand Eastman Beach http://t.co/AKVBxdUwy4",toddler nearli drown given cpr at durand eastman beach http
32023021-1141-4832-9939-c8442d505b34,6.41089e+17,0,Photos: Blandford Fair celebrates 148 years of small town fun http://t.co/ouGejQgnEn http://t.co/kIMS5If0Bp,photo blandford fair celebr year of small town fun http http
32023021-1141-4832-9939-c8442d505b34,6.4112e+17,0,@iyad_elbaghdadi and that doesn't mean that one doesn't care about the other topics and/or is ignorant of them ;),and that doe mean that one doe care about the other topic is ignor of them
32023021-1141-4832-9939-c8442d505b34,6.412e+17,0,RT @JohnBoelWAVE3: State agency: Former Clark County Commissioners overstepped authority http://t.co/NW19eRYp1Y,rt state agenc former clark counti commission overstep author http
32023021-1141-4832-9939-c8442d505b34,6.41268e+17,0,Anybody buy/sell a house in the Nashville area during August and care to chat about the experience?,anybodi a hous in the nashvil area dure august and care to chat about the experi
32023021-1141-4832-9939-c8442d505b34,6.41306e+17,0,RT @newsladykatie: Two proclamations up first: the first is proclaiming Saturday Clark County's Day of Service.,rt newsladykati two proclam up first the first is proclaim saturday clark counti day of servic
32023021-1141-4832-9939-c8442d505b34,6.41986e+17,0,ICYMI: Embraer celebrates Titusville groundbreaking http://t.co/SZNyjPJ4aP @Florida_Today,icymi embraer celebr titusvil groundbreak http
32023021-1141-4832-9939-c8442d505b34,6.43123e+17,0,RT @Tavi59: Renee Fleming coming back to Eastman. @DandC  http://t.co/1Al6c4kLz2,rt rene fleme come back to eastman dandc http
32023021-1141-4832-9939-c8442d505b34,6.43166e+17,0,JUST IN: A serious crash with possible ejection was reported near St. Paris in Champaign County,just in a seriou crash with possibl eject wa report near pari in champaign counti
32023021-1141-4832-9939-c8442d505b34,6.43412e+17,0,"News:  Those Who Served: At base on #Vietnam-Cambodia border, 'you stayed alert at night' - Champaign/Urbana… http://t.co/4OAPY5zK9z",news those who serv at base on border stay alert at night http
32023021-1141-4832-9939-c8442d505b34,6.435e+17,1,The Parade of Homes 2015 will showcase newer and larger homes in central Ohio. http://t.co/E1NDXf34f8,the parad of home will showcas newer and larger home in central ohio http
32023021-1141-4832-9939-c8442d505b34,6.43589e+17,0,Clark County jail inmates suspected of making weapons: Three of four Clark County Jail inmates accused of poss... http://t.co/4wJWwllnna,clark counti jail inmat suspect of make weapon three of four clark counti jail inmat accus of poss http
32023021-1141-4832-9939-c8442d505b34,6.44111e+17,0,Mass. cites 52 nursing homes for misleading ads promoting dementia care services they don't offer. http://t.co/DSNpTQITiX via @BostonGlobe,mass cite nurs home for mislead ad promot dementia care servic they do offer http via bostonglob
32023021-1141-4832-9939-c8442d505b34,6.4446e+17,0,"State cites nursing homes for misleading ads on Alzheimer’s care
http://t.co/24MhEt85D8",state cite nurs home for mislead ad on alzheim s care http
32023021-1141-4832-9939-c8442d505b34,6.44746e+17,0,"Flash Flood Warning including Waukegan IL, North Chicago IL, Highland Park IL until 8:30 AM CDT http://t.co/WU6ZMcjoEA",flash flood warn includ waukegan il north chicago il highland park il until am cdt http
32023021-1141-4832-9939-c8442d505b34,6.44924e+17,0,Chavez/Eastman/Marshall Dissertation Fellowships http://t.co/7LFizOvMXc,dissert fellowship http
32023021-1141-4832-9939-c8442d505b34,6.45067e+17,0,Champaign County: storms currently on either side of Champaign. http://t.co/LGnv6ahEiP,champaign counti storm current on either side of champaign http
32023021-1141-4832-9939-c8442d505b34,6.45099e+17,0,"Severe Thunderstorm Warning including Dupage Airport IL, Ohare Airport IL, Chicago IL until 1:00 AM CDT http://t.co/r3lSkfy87M",sever thunderstorm warn includ dupag airport il ohar airport il chicago il until am cdt http
32023021-1141-4832-9939-c8442d505b34,6.45105e+17,0,"Severe Thunderstorm Warning including Chicago IL, Midway Airport IL, Joliet IL until 1:00 AM CDT http://t.co/DJuLum11fp",sever thunderstorm warn includ chicago il midway airport il joliet il until am cdt http
32023021-1141-4832-9939-c8442d505b34,6.45109e+17,0,"Severe Thunderstorm Warning including Chicago IL, Midway Airport IL, Oak Lawn IL until 1:00 AM CDT http://t.co/eahb8XpfA1",sever thunderstorm warn includ chicago il midway airport il oak lawn il until am cdt http
32023021-1141-4832-9939-c8442d505b34,6.45109e+17,0,"Severe Thunderstorm Warning including Chicago IL, Midway Airport IL, Oak Lawn IL until 1:00 AM CDT http://t.co/4D3IXYLO95",sever thunderstorm warn includ chicago il midway airport il oak lawn il until am cdt http
32023021-1141-4832-9939-c8442d505b34,6.45113e+17,0,Chenoweth's star to shine at Eastman Theatre http://t.co/1R58hfluCZ #ROC,chenoweth star to shine at eastman theatr http roc
32023021-1141-4832-9939-c8442d505b34,6.4625e+17,0,New flood of complaints revealed on care in homes for the disabled http://t.co/feP4ZWv0f8 via @Independent_ie,new flood of complaint reveal on care in home for the disabl http via
32023021-1141-4832-9939-c8442d505b34,6.46299e+17,0,"[3] ""...who fostered, in the daily life of their homes, the living presence of God...""",who foster in the daili life of their home the live presenc of god
32023021-1141-4832-9939-c8442d505b34,6.46328e+17,0,More of the Jock Lindsey's menu http://t.co/V0bFYRiLvN,more of the jock lindsey menu http
32023021-1141-4832-9939-c8442d505b34,6.46353e+17,0,"TODAY | TTSH, polyclinic tie-up sees better care for dementia patients http://t.co/jzuIhb0RPa #sgnews",today ttsh polyclin see better care for dementia patient http sgnew
32023021-1141-4832-9939-c8442d505b34,6.46354e+17,1,Ball says there is a big difference between long-term care homes and personal care homes. Opposes private long-term care. #nlpoli,ball say there is a big differ between care home and person care home oppos privat care nlpoli
32023021-1141-4832-9939-c8442d505b34,6.46502e+17,0,Clark County's population is growing pretty quick http://t.co/6Ed6puUnrB,clark counti popul is grow pretti quick http
32023021-1141-4832-9939-c8442d505b34,6.46763e+17,0,Health care workers call for legislated standard of care in nursing homes -- http://t.co/381d3dfVvR #ottnews,health care worker call for legisl standard of care in nurs home http ottnew
32023021-1141-4832-9939-c8442d505b34,6.46895e+17,0,@bgreen82 no chance. it'll still be Perkins,no chanc it still be perkin
32023021-1141-4832-9939-c8442d505b34,6.46951e+17,0,Take care of children safety at home specially in the kitchen. Keep them away from burners and power sources. #MoI_Qatar,take care of children safeti at home special in the kitchen keep them away from burner and power sourc
32023021-1141-4832-9939-c8442d505b34,6.47049e+17,0,"Bipartisan clapping in House chamber for Pope's nod to ""land of the free and the home of the brave.""",bipartisan clap in hous chamber for pope nod to land of the free and the home of the brave
32023021-1141-4832-9939-c8442d505b34,6.47586e+17,0,Perkins.,perkin
32023021-1141-4832-9939-c8442d505b34,6.47717e+17,0,"...  security authorities to care for the families of the martyrs, and we will not forget our martyred soldiers. 2/2",secur author to care for the famili of the martyr and we will not forget our martyr soldier
32023021-1141-4832-9939-c8442d505b34,6.48103e+17,0,"RT @MSFSingapore: Update on Haze Management for Child Care Centres and Kindergartens for 28 September 2015 (Monday)

In view of the... http…",rt msfsingapor updat on haze manag for child care centr and kindergarten for septemb monday in view of the
32023021-1141-4832-9939-c8442d505b34,6.48401e+17,0,"PIA-CAR/BAGUIO CITY: The DSWD -CAR will conduct an Adoption and Foster Care Forum on September 29, 2015 , from... http://t.co/j5noOsndlL",citi the dswd will conduct an adopt and foster care forum on septemb from http
32023021-1141-4832-9939-c8442d505b34,6.48433e+17,0,Good morning!  Today will be the warmest day of the week in #Chicago http://t.co/whkpjAyUj4,good morn today will be the warmest day of the week in chicago http
32023021-1141-4832-9939-c8442d505b34,6.48448e+17,0,"Chicago I love you. #RalphieOTRA (@ Chicago O'Hare International Airport (ORD) in Chicago, IL) http://t.co/qHvFKi1Fqf",chicago i love you ralphieotra chicago intern airport ord in chicago il http
32023021-1141-4832-9939-c8442d505b34,6.48468e+17,0,You better follow @LenToddWOR RIGHT NOW---you could be the winner of the BRAND NEW WOR hat---you will be one of the first to have.,you better follow lentoddwor right now could be the winner of the brand new wor hat will be one of the first to have
32023021-1141-4832-9939-c8442d505b34,6.48517e+17,0,"Atlanta Fed GDPNow model forecast for real GDP growth in Q3 of 2015 is 1.8% on September 28, up from 1.4% on September 24",atlanta fed gdpnow model forecast for real gdp growth in of is on septemb up from on septemb
32023021-1141-4832-9939-c8442d505b34,6.48535e+17,0,Murad says that the Taliban have entrenched themselves in residential areas and in the homes of the locals,murad say that the taliban have entrench themselv in residenti area and in the home of the local
32023021-1141-4832-9939-c8442d505b34,6.48567e+17,0,RT @MycahHatfield: The state fire marshal's office will be holding a press conference regarding the house fire and death of 3 in Eunice htt…,rt mycahhatfield the state fire marshal offic will be hold a press confer regard the hous fire and death of in eunic
32023021-1141-4832-9939-c8442d505b34,6.49235e+17,0,Leadership elections for the House will be Thursday Oct 8,leadership elect for the hous will be thursday oct
35de6aea-82a0-41a8-9af8-38773e1dfc2c,6.38542e+17,1,A better way to raise money for college! What students are doing #KDKA-TV News at 11,a better way to rais money for colleg what student are do news at
35de6aea-82a0-41a8-9af8-38773e1dfc2c,6.39022e+17,0,"@joeskyl use 400200, account number use your cooperative bank account number, enter amount, M-PESA pin number, confirm the details....cont",joeskyl use account number use your cooper bank account number enter amount pin number confirm the detail cont
35de6aea-82a0-41a8-9af8-38773e1dfc2c,6.39212e+17,0,Q1: Why is it important for teachers and students to understand copyright and fair use? #digcit,whi is it import for teacher and student to understand copyright and fair use digcit
35de6aea-82a0-41a8-9af8-38773e1dfc2c,6.39288e+17,0,"@RobinSnipes Your parents might be best suited for this. If you're using a child account, they have to accept the new Terms of Use. ^JP",robinsnip your parent might be best suit for thi if you use a child account they have to accept the new term of use
35de6aea-82a0-41a8-9af8-38773e1dfc2c,6.39614e+17,0,“The important thing for our supporters to understand is that a lot of work has gone into this.” #Scott,the import thing for our support to understand is that a lot of work ha gone into scott
35de6aea-82a0-41a8-9af8-38773e1dfc2c,6.39616e+17,0,“They’re proud of their time here and they want to give it one last shot.” #Scott,they re proud of their time here and they want to give it one last scott
35de6aea-82a0-41a8-9af8-38773e1dfc2c,6.39667e+17,0,"@AR2ROTOTO What I'm saying is that the media is using the wrong terminology, it seems they want to minimize it.",what i say is that the media is use the wrong terminolog it seem they want to minim it
35de6aea-82a0-41a8-9af8-38773e1dfc2c,6.39692e+17,0,@Calexbar Hi Christian. Please make sure you are sign into the account that purchased it. ^KJ,calexbar hi christian pleas make sure you are sign into the account that purchas it
35de6aea-82a0-41a8-9af8-38773e1dfc2c,6.3971e+17,0,@wanjiku it is however silly in between the graduation for his account to chest thump that they are trending on twitter.,wanjiku it is howev silli in between the graduat for hi account to chest thump that they are trend on twitter
35de6aea-82a0-41a8-9af8-38773e1dfc2c,6.39724e+17,0,@AskPayPal hello can you help me I am unable to remove a bank account and PP keeps charging my bank for funds! Also a spoof account is...,askpayp hello can you help me i am unabl to remov a bank account and pp keep charg my bank for fund also a spoof account is
35de6aea-82a0-41a8-9af8-38773e1dfc2c,6.39786e+17,0,@Sphero is BB-8 compatible with SPRK app? Important that it is programmable in a kid friendly way. #StarWars,sphero is compat with sprk app import that it is programm in a kid friendli way starwar
35de6aea-82a0-41a8-9af8-38773e1dfc2c,6.39813e+17,0,Clearly Hillary is going to Puerto Rico to make sure that this moment happens again https://t.co/de8hjBcqUx,clearli hillari is go to puerto rico to make sure that thi moment happen again http
35de6aea-82a0-41a8-9af8-38773e1dfc2c,6.39909e+17,0,".@karaswisher at #nlgja25. ""It is important for journalists to be entrepreneurs. if u don’t think about business u are not going to make it""",karaswish at it is import for journalist to be entrepreneur if u don t think about busi u are not go to make it
35de6aea-82a0-41a8-9af8-38773e1dfc2c,6.40022e+17,0,"@XtinaFight Not sure if we understand, are you saying that someone signed into your account and changed your GT? ^FC",xtinafight not sure if we understand are you say that someon sign into your account and chang your gt
35de6aea-82a0-41a8-9af8-38773e1dfc2c,6.40173e+17,0,"@kidsareatrip @SoulfulNecess I'm sure you could use it that way. I haven't, but I'm sure you could! #sitsblogging",kidsareatrip soulfulnecess i sure you could use it that way i have but i sure you could sitsblog
35de6aea-82a0-41a8-9af8-38773e1dfc2c,6.40546e+17,0,"@panyiszabolcs Faymann spox used the term ""when the big flow is over"". I'm not sure they understand what is happening...",panyiszabolc faymann spox use the term when the big flow is over i not sure they understand what is happen
35de6aea-82a0-41a8-9af8-38773e1dfc2c,6.40913e+17,0,@TPG9999 Pretty sure he'll understand...,pretti sure he understand
35de6aea-82a0-41a8-9af8-38773e1dfc2c,6.41442e+17,0,"@skymauler @yak_face - noticed the rivets in shots, too. Not sure there'd be a way to mitigate?",skymaul notic the rivet in shot too not sure there be a way to mitig
35de6aea-82a0-41a8-9af8-38773e1dfc2c,6.41534e+17,0,Why social media can be a minefield for teachers http://t.co/MSLXSZFsU1 http://t.co/KYA8rQW582,whi social media can be a minefield for teacher http http
35de6aea-82a0-41a8-9af8-38773e1dfc2c,6.41555e+17,0,Why social media can be a minefield for teachers http://t.co/GTCu4WY6g2,whi social media can be a minefield for teacher http
35de6aea-82a0-41a8-9af8-38773e1dfc2c,6.41567e+17,0,Why social media can be a minefield for teachers http://t.co/bzxP1DyKkA http://t.co/eOA9rPApbv,whi social media can be a minefield for teacher http http
35de6aea-82a0-41a8-9af8-38773e1dfc2c,6.43424e+17,0,@Mansourblack Hey there! Do you have your account info on any other Ps3? It is possible that a friend/family is using the same account. ^DD,mansourblack hey there do you have your account info on ani other it is possibl that a is use the same account
35de6aea-82a0-41a8-9af8-38773e1dfc2c,6.4355e+17,0,"@NabeelaZahir Clearly not everyone has the same humour, but that deliberately leaves out part of the quotes, which offer a different view",nabeelazahir clearli not everyon ha the same humour but that deliber leav out part of the quot which offer a differ view
35de6aea-82a0-41a8-9af8-38773e1dfc2c,6.43598e+17,0,"@EricRosabal So that's only happening when your brother's account is logged in, to make sure we understand correctly? ^QZ",ericrosab so that onli happen when your brother account is log in to make sure we understand correctli
35de6aea-82a0-41a8-9af8-38773e1dfc2c,6.43787e+17,0,"@TommyGeeza OK, to make sure, are you partnered with the owner of the adult account that governs your account? ^NX",tommygeeza ok to make sure are you partner with the owner of the adult account that govern your account
35de6aea-82a0-41a8-9af8-38773e1dfc2c,6.43923e+17,0,@Weazinator Thank you for that pic. To make sure. Are you using the same account that purchased this bundle or another account? ^RB,weazin thank you for that pic to make sure are you use the same account that purchas thi bundl or anoth account
35de6aea-82a0-41a8-9af8-38773e1dfc2c,6.44853e+17,0,Speaking of long-term investments... https://t.co/78tPJdsNmp,speak of invest http
35de6aea-82a0-41a8-9af8-38773e1dfc2c,6.44859e+17,1,"Now, high school students can earn money for college the easy way. http://t.co/l1k26XKVuU",now high school student can earn money for colleg the easi way http
35de6aea-82a0-41a8-9af8-38773e1dfc2c,6.44894e+17,0,"@CGriff_ Alright. Just to be sure, you're physically located in the US and your account is a US account? ^ZE",alright just to be sure you physic locat in the us and your account is a us account
35de6aea-82a0-41a8-9af8-38773e1dfc2c,6.44954e+17,0,"@KMHRPK Sure, sir. Please provide us your account number.",kmhrpk sure sir pleas provid us your account number
35de6aea-82a0-41a8-9af8-38773e1dfc2c,6.44961e+17,0,"@69theworld We can understand that for sure, it's always nice to use both consoles. ^JR",we can understand that for sure it alway nice to use both consol
35de6aea-82a0-41a8-9af8-38773e1dfc2c,6.45091e+17,0,@_antoni_rosario Hey Antonio! The only way to make the sub account a master account the account DOB must be 18.,hey antonio the onli way to make the sub account a master account the account dob must be
35de6aea-82a0-41a8-9af8-38773e1dfc2c,6.46032e+17,0,"@BradleyManlow To be sure we're clear, did one of the screens offer to use the account balance to partially pay? ^PC",bradleymanlow to be sure we clear did one of the screen offer to use the account balanc to partial pay
35de6aea-82a0-41a8-9af8-38773e1dfc2c,6.46435e+17,0,"@Ksingletwithype Just making sure I understand, were you able to contact our phone team about this account previously? ^EZ",ksingletwithyp just make sure i understand were you abl to contact our phone team about thi account previous
35de6aea-82a0-41a8-9af8-38773e1dfc2c,6.46826e+17,2,A2:@HamptonforKy: We will work to help students understand how to minimize debt,hamptonforki we will work to help student understand how to minim debt
35de6aea-82a0-41a8-9af8-38773e1dfc2c,6.47009e+17,0,Money accessed from the bank account of a missing person. STORY: http://t.co/YjiSx98dUo #7News,money access from the bank account of a miss person stori http
35de6aea-82a0-41a8-9af8-38773e1dfc2c,6.47021e+17,0,"Students can earn money for college by participating in sports, getting good grades in high school. #KMOV http://t.co/14JvMVQbyF",student can earn money for colleg by particip in sport get good grade in high school kmov http
35de6aea-82a0-41a8-9af8-38773e1dfc2c,6.47937e+17,0,Ill. college students can get high-speed Internet for $10 a month: http://t.co/Clq7obnXxY,colleg student can get internet for a month http
35de6aea-82a0-41a8-9af8-38773e1dfc2c,6.48669e+17,0,RT @WeAreCardiff: Swap it! Get in on the design competition from @GreenCityEvents  http://t.co/lvpWl9Qe5O,rt wearecardiff swap it get in on the design competit from greencityev http
35de6aea-82a0-41a8-9af8-38773e1dfc2c,6.48669e+17,0,am loving @BernieSanders,am love berniesand
35de6aea-82a0-41a8-9af8-38773e1dfc2c,6.48669e+17,0,well that's a pretty normal average videogame controller that is not weird if I ever seen one http://t.co/R2anE8zavv,well that a pretti normal averag videogam control that is not weird if i ever seen one http
